,rec_id,date,ppe,qty
775,rec43,2020-04-03 06:33:00+00:00,handSanitizer,20.0
776,rec43,2020-04-03 06:33:00+00:00,faceShields,200.0
781,rec43,2020-04-03 06:33:00+00:00,disinfectingWipes,50.0
786,rec43,2020-04-03 06:33:00+00:00,surgicalMasks,500.0
787,rec43,2020-04-03 06:33:00+00:00,handmadeMasks,100.0
789,rec43,2020-04-03 06:33:00+00:00,nitrileGloves,1500.0
792,rec44,2020-04-03 06:42:00+00:00,gowns,40.0
793,rec44,2020-04-03 06:42:00+00:00,handSanitizer,50.0
795,rec44,2020-04-03 06:42:00+00:00,thermometers,10.0
799,rec44,2020-04-03 06:42:00+00:00,disinfectingWipes,50.0
806,rec44,2020-04-03 06:42:00+00:00,respirators,200.0
807,rec44,2020-04-03 06:42:00+00:00,nitrileGloves,3000.0
811,rec45,2020-04-03 06:43:00+00:00,handSanitizer,12.0
812,rec45,2020-04-03 06:43:00+00:00,faceShields,4.0
823,rec45,2020-04-03 06:43:00+00:00,handmadeMasks,200.0
824,rec45,2020-04-03 06:43:00+00:00,respirators,10.0
828,rec46,2020-04-03 06:45:00+00:00,gowns,300.0
829,rec46,2020-04-03 06:45:00+00:00,handSanitizer,5.0
830,rec46,2020-04-03 06:45:00+00:00,faceShields,300.0
831,rec46,2020-04-03 06:45:00+00:00,thermometers,20.0
835,rec46,2020-04-03 06:45:00+00:00,disinfectingWipes,8.0
837,rec46,2020-04-03 06:45:00+00:00,disposableBooties,300.0
841,rec46,2020-04-03 06:45:00+00:00,handmadeMasks,120.0
842,rec46,2020-04-03 06:45:00+00:00,respirators,300.0
843,rec46,2020-04-03 06:45:00+00:00,nitrileGloves,600.0
846,rec47,2020-04-03 06:45:00+00:00,gowns,300.0
848,rec47,2020-04-03 06:45:00+00:00,faceShields,300.0
855,rec47,2020-04-03 06:45:00+00:00,disposableBooties,300.0
860,rec47,2020-04-03 06:45:00+00:00,respirators,300.0
861,rec47,2020-04-03 06:45:00+00:00,nitrileGloves,600.0
864,rec48,2020-04-03 06:49:00+00:00,gowns,140.0
865,rec48,2020-04-03 06:49:00+00:00,handSanitizer,40.0
866,rec48,2020-04-03 06:49:00+00:00,faceShields,140.0
867,rec48,2020-04-03 06:49:00+00:00,thermometers,40.0
871,rec48,2020-04-03 06:49:00+00:00,disinfectingWipes,1400.0
878,rec48,2020-04-03 06:49:00+00:00,respirators,140.0
879,rec48,2020-04-03 06:49:00+00:00,nitrileGloves,1400.0
882,rec49,2020-04-03 06:50:00+00:00,gowns,200.0
883,rec49,2020-04-03 06:50:00+00:00,handSanitizer,150.0
884,rec49,2020-04-03 06:50:00+00:00,faceShields,100.0
885,rec49,2020-04-03 06:50:00+00:00,thermometers,300.0
889,rec49,2020-04-03 06:50:00+00:00,disinfectingWipes,200.0
891,rec49,2020-04-03 06:50:00+00:00,disposableBooties,100.0
895,rec49,2020-04-03 06:50:00+00:00,handmadeMasks,250.0
896,rec49,2020-04-03 06:50:00+00:00,respirators,100.0
897,rec49,2020-04-03 06:50:00+00:00,nitrileGloves,200.0
900,rec50,2020-04-03 06:56:00+00:00,gowns,50.0
902,rec50,2020-04-03 06:56:00+00:00,faceShields,50.0
912,rec50,2020-04-03 06:56:00+00:00,surgicalMasks,250.0
913,rec50,2020-04-03 06:56:00+00:00,handmadeMasks,75.0
918,rec51,2020-04-03 06:57:00+00:00,gowns,50.0
919,rec51,2020-04-03 06:57:00+00:00,handSanitizer,5.0
920,rec51,2020-04-03 06:57:00+00:00,faceShields,20.0
925,rec51,2020-04-03 06:57:00+00:00,disinfectingWipes,5.0
927,rec51,2020-04-03 06:57:00+00:00,disposableBooties,40.0
931,rec51,2020-04-03 06:57:00+00:00,handmadeMasks,40.0
932,rec51,2020-04-03 06:57:00+00:00,respirators,100.0
933,rec51,2020-04-03 06:57:00+00:00,nitrileGloves,500.0
937,rec52,2020-04-03 07:00:00+00:00,handSanitizer,25.0
938,rec52,2020-04-03 07:00:00+00:00,faceShields,25.0
943,rec52,2020-04-03 07:00:00+00:00,disinfectingWipes,25.0
950,rec52,2020-04-03 07:00:00+00:00,respirators,25.0
954,rec53,2020-04-03 07:07:00+00:00,gowns,30.0
955,rec53,2020-04-03 07:07:00+00:00,handSanitizer,10.0
956,rec53,2020-04-03 07:07:00+00:00,faceShields,10.0
957,rec53,2020-04-03 07:07:00+00:00,thermometers,5.0
961,rec53,2020-04-03 07:07:00+00:00,disinfectingWipes,20.0
967,rec53,2020-04-03 07:07:00+00:00,handmadeMasks,50.0
968,rec53,2020-04-03 07:07:00+00:00,respirators,10.0
969,rec53,2020-04-03 07:07:00+00:00,nitrileGloves,300.0
972,rec54,2020-04-03 07:14:00+00:00,gowns,500.0
973,rec54,2020-04-03 07:14:00+00:00,handSanitizer,500.0
974,rec54,2020-04-03 07:14:00+00:00,faceShields,500.0
975,rec54,2020-04-03 07:14:00+00:00,thermometers,500.0
981,rec54,2020-04-03 07:14:00+00:00,disposableBooties,500.0
985,rec54,2020-04-03 07:14:00+00:00,handmadeMasks,500.0
986,rec54,2020-04-03 07:14:00+00:00,respirators,500.0
987,rec54,2020-04-03 07:14:00+00:00,nitrileGloves,500.0
990,rec55,2020-04-03 07:14:00+00:00,gowns,500.0
991,rec55,2020-04-03 07:14:00+00:00,handSanitizer,50.0
992,rec55,2020-04-03 07:14:00+00:00,faceShields,200.0
993,rec55,2020-04-03 07:14:00+00:00,thermometers,50.0
997,rec55,2020-04-03 07:14:00+00:00,disinfectingWipes,1000.0
999,rec55,2020-04-03 07:14:00+00:00,disposableBooties,200.0
1004,rec55,2020-04-03 07:14:00+00:00,respirators,300.0
1005,rec55,2020-04-03 07:14:00+00:00,nitrileGloves,1000.0
1015,rec56,2020-04-03 07:14:00+00:00,disinfectingWipes,4.0
1022,rec56,2020-04-03 07:14:00+00:00,respirators,12.0
1026,rec57,2020-04-03 07:17:00+00:00,gowns,10.0
1027,rec57,2020-04-03 07:17:00+00:00,handSanitizer,20.0
1028,rec57,2020-04-03 07:17:00+00:00,faceShields,5.0
1029,rec57,2020-04-03 07:17:00+00:00,thermometers,20.0
1033,rec57,2020-04-03 07:17:00+00:00,disinfectingWipes,20.0
1038,rec57,2020-04-03 07:17:00+00:00,surgicalMasks,100.0
1039,rec57,2020-04-03 07:17:00+00:00,handmadeMasks,20.0
1044,rec58,2020-04-03 07:18:00+00:00,gowns,75.0
1045,rec58,2020-04-03 07:18:00+00:00,handSanitizer,75.0
1046,rec58,2020-04-03 07:18:00+00:00,faceShields,50.0
1047,rec58,2020-04-03 07:18:00+00:00,thermometers,30.0
1051,rec58,2020-04-03 07:18:00+00:00,disinfectingWipes,75.0
1057,rec58,2020-04-03 07:18:00+00:00,handmadeMasks,50.0
1058,rec58,2020-04-03 07:18:00+00:00,respirators,75.0
1064,rec59,2020-04-03 07:19:00+00:00,faceShields,20.0
1076,rec59,2020-04-03 07:19:00+00:00,respirators,20.0
1082,rec60,2020-04-03 07:19:00+00:00,faceShields,20.0
1094,rec60,2020-04-03 07:19:00+00:00,respirators,20.0
1098,rec61,2020-04-03 07:23:00+00:00,gowns,100.0
1099,rec61,2020-04-03 07:23:00+00:00,handSanitizer,25.0
1100,rec61,2020-04-03 07:23:00+00:00,faceShields,150.0
1101,rec61,2020-04-03 07:23:00+00:00,thermometers,3.0
1105,rec61,2020-04-03 07:23:00+00:00,disinfectingWipes,25.0
1112,rec61,2020-04-03 07:23:00+00:00,respirators,50.0
1116,rec62,2020-04-03 07:26:00+00:00,gowns,10.0
1117,rec62,2020-04-03 07:26:00+00:00,handSanitizer,5.0
1118,rec62,2020-04-03 07:26:00+00:00,faceShields,10.0
1119,rec62,2020-04-03 07:26:00+00:00,thermometers,2.0
1123,rec62,2020-04-03 07:26:00+00:00,disinfectingWipes,5.0
1125,rec62,2020-04-03 07:26:00+00:00,disposableBooties,30.0
1129,rec62,2020-04-03 07:26:00+00:00,handmadeMasks,20.0
1130,rec62,2020-04-03 07:26:00+00:00,respirators,15.0
1131,rec62,2020-04-03 07:26:00+00:00,nitrileGloves,100.0
1135,rec63,2020-04-03 07:28:00+00:00,handSanitizer,20.0
1136,rec63,2020-04-03 07:28:00+00:00,faceShields,10.0
1137,rec63,2020-04-03 07:28:00+00:00,thermometers,10.0
1141,rec63,2020-04-03 07:28:00+00:00,disinfectingWipes,300.0
1148,rec63,2020-04-03 07:28:00+00:00,respirators,50.0
1149,rec63,2020-04-03 07:28:00+00:00,nitrileGloves,300.0
1152,rec64,2020-04-03 07:28:00+00:00,gowns,1000.0
1153,rec64,2020-04-03 07:28:00+00:00,handSanitizer,20.0
1154,rec64,2020-04-03 07:28:00+00:00,faceShields,1000.0
1159,rec64,2020-04-03 07:28:00+00:00,disinfectingWipes,50.0
1166,rec64,2020-04-03 07:28:00+00:00,respirators,750.0
1171,rec65,2020-04-03 07:29:00+00:00,handSanitizer,50.0
1172,rec65,2020-04-03 07:29:00+00:00,faceShields,10.0
1173,rec65,2020-04-03 07:29:00+00:00,thermometers,100.0
1177,rec65,2020-04-03 07:29:00+00:00,disinfectingWipes,50.0
1182,rec65,2020-04-03 07:29:00+00:00,surgicalMasks,200.0
1185,rec65,2020-04-03 07:29:00+00:00,nitrileGloves,100.0
1202,rec66,2020-04-03 07:29:00+00:00,respirators,20.0
1206,rec67,2020-04-03 07:31:00+00:00,gowns,1000.0
1208,rec67,2020-04-03 07:31:00+00:00,faceShields,100.0
1215,rec67,2020-04-03 07:31:00+00:00,disposableBooties,1000.0
1220,rec67,2020-04-03 07:31:00+00:00,respirators,1000.0
1224,rec68,2020-04-03 07:31:00+00:00,gowns,5.0
1225,rec68,2020-04-03 07:31:00+00:00,handSanitizer,5.0
1231,rec68,2020-04-03 07:31:00+00:00,disinfectingWipes,5.0
1236,rec68,2020-04-03 07:31:00+00:00,surgicalMasks,10.0
1237,rec68,2020-04-03 07:31:00+00:00,handmadeMasks,10.0
1239,rec68,2020-04-03 07:31:00+00:00,nitrileGloves,5.0
1242,rec69,2020-04-03 07:32:00+00:00,gowns,500.0
1243,rec69,2020-04-03 07:32:00+00:00,handSanitizer,50.0
1244,rec69,2020-04-03 07:32:00+00:00,faceShields,200.0
1245,rec69,2020-04-03 07:32:00+00:00,thermometers,10.0
1249,rec69,2020-04-03 07:32:00+00:00,disinfectingWipes,1000.0
1251,rec69,2020-04-03 07:32:00+00:00,disposableBooties,1000.0
1255,rec69,2020-04-03 07:32:00+00:00,handmadeMasks,400.0
1256,rec69,2020-04-03 07:32:00+00:00,respirators,500.0
1257,rec69,2020-04-03 07:32:00+00:00,nitrileGloves,800.0
1260,rec70,2020-04-03 07:34:00+00:00,gowns,2000.0
1261,rec70,2020-04-03 07:34:00+00:00,handSanitizer,400.0
1262,rec70,2020-04-03 07:34:00+00:00,faceShields,500.0
1263,rec70,2020-04-03 07:34:00+00:00,thermometers,12.0
1267,rec70,2020-04-03 07:34:00+00:00,disinfectingWipes,50.0
1269,rec70,2020-04-03 07:34:00+00:00,disposableBooties,800.0
1274,rec70,2020-04-03 07:34:00+00:00,respirators,400.0
1275,rec70,2020-04-03 07:34:00+00:00,nitrileGloves,2000.0
1278,rec71,2020-04-03 07:34:00+00:00,gowns,2000.0
1279,rec71,2020-04-03 07:34:00+00:00,handSanitizer,400.0
1280,rec71,2020-04-03 07:34:00+00:00,faceShields,500.0
1281,rec71,2020-04-03 07:34:00+00:00,thermometers,12.0
1285,rec71,2020-04-03 07:34:00+00:00,disinfectingWipes,50.0
1287,rec71,2020-04-03 07:34:00+00:00,disposableBooties,800.0
1292,rec71,2020-04-03 07:34:00+00:00,respirators,400.0
1293,rec71,2020-04-03 07:34:00+00:00,nitrileGloves,2000.0
1296,rec72,2020-04-03 07:36:00+00:00,gowns,500.0
1299,rec72,2020-04-03 07:36:00+00:00,thermometers,3.0
1310,rec72,2020-04-03 07:36:00+00:00,respirators,200.0
